127,BDB50241104,0.000
139,BDB50245912,0.000
178,BDB50314344,0.000
226,BDB50267759,0.000
241,BDB50305006,0.000
250,BDB31085,0.000
296,BDB50312765,0.000
308,BDB50312922,0.000
333,BDB50229101,0.000
355,BDB50237848,0.000
359,BDB7501,0.000
396,BDB50263147,0.000
398,BDB50267681,0.000
459,BDB50211436,0.000
543,BDB50145927,0.000
559,BDB50192071,0.000
561,BDB50279338,0.000
591,BDB50321580,0.000
597,BDB6866,0.000
611,BDB7111,0.000
661,BDB50200809,0.000
702,BDB50246465,0.000
703,BDB50145898,0.000
712,BDB50186373,0.000
717,BDB50145919,0.000
775,BDB50293153,0.000
778,BDB50088605,0.000
792,BDB8364,0.000
863,BDB50295616,0.000
895,BDB50303044,0.000
912,BDB50229973,0.000
933,BDB6619,0.000
1012,BDB50249356,0.000
1030,BDB5768,0.000
1050,BDB50313051,0.000
1139,BDB50306874,0.000
1165,BDB16018,0.000
1175,BDB5485,0.000
1193,BDB14032,0.000
1212,BDB50306888,0.000
